축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
양산삽량문화축전,양산천둔치일원,2021-10-12,2021-10-14,"(미정)개막식,축하공연,참여프로그램 등",양산삽량문화축전추진위원회,양산시,"문화관광체육부,경상남도,양산문화원",055-392-2547,http://www.yangsanfes.com/,,경상남도 양산시 중앙로 39-1,경상남도 양산시 남부동 505,35.33345075,129.036759,2021-06-14,5380000,경상남도 양산시
호미곶한민족해맞이축전,호미곶 해맞이광장 일원,2021-12-31,2022-01-01,해맞이(일출) 자정행사 특별행사 1만명 떡국나둠 등,포항문화재단,포항시,경상북도,054-289-7852,http://www.phcf.or.kr,호미곶해맞이광장 새천년기념관 연오랑세오녀상 국립등대박물관 이육사청포도시비 구룡포근대문화역사거리,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 293-1,36.07608308,129.5665319,2021-06-09,5020000,경상북도 포항시
봉산도예전,봉산문화거리,2012-04-06,2012-04-12,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2174,,,,대구광역시 중구 봉산동 133-19,35.863797,128.596776,2021-07-01,3410000,대구광역시 중구
포항국제불빛축제,영일대해수욕장 등 포항시 일원,2021-11-19,2021-11-21,"퍼레이드, 불꽃쇼, 경관조명쇼, 뮤직페스티벌 등",포항문화재단,포항시,"문화체육관광부, 경상북도, POSCO 외 지역기업 등",054-289-7852,http://www.phcf.or.kr,"영일대해수욕장, 영일대 해상누각, 영일대&포스코 야경",경상북도 포항시 북구 해안로 95,경상북도 포항시 북구 두호동 685-1,36.05724196,129.3778453,2021-06-09,5020000,경상북도 포항시
포항스틸아트페스티벌,오천예술로 등 포항시 일원,2021-10-16,2021-10-30,"한 손 특별전, 스틸아트투어, 기념작품 제작 공개 등",포항문화재단,포항시,경상북도,054-289-7853,http://www.phcf.or.kr,"포항스틸아트투어앱, 영일대해수욕장, 포항운하, 철길숲, 오천예술로, KTX포항역, 구룡포과메기문화관, 동빈내항, 연오랑세오녀테마공원, 해도공원, 환호공원,",경상북도 포항시 남구 오천읍 문덕리,경상북도 포항시 남구 오천읍 문덕리 433-1,35.958931,129.407146,2021-06-09,5020000,경상북도 포항시
향촌동수제화골목 2016년「빨간구두 이야기」,향촌동수제화골목 일원,2016-05-14,2016-05-15,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,053-661-2046,,,-,대구광역시 중구 대안동 9-2,35.872928,128.592447,2021-07-01,3410000,대구광역시 중구
하남이성문화축제,온라인행사,2020-09-27,2020-10-25,가족체험팩 등,하남문화재단,하남문화재단,없음,031-790-6063,,,각 가정,,,,2020-12-01,4040000,경기도 하남시
제11회의성세계하늘축제,안계면 위천생태하천,2021-05-01,2021-05-31,(세부일정 미정)의성 전통 연을 주제로 대회 및 다영한 가족단위 체험프로그램 운영,의성세계연축제집행위원회,의성군축제추진위원회,의성군,054-830-6578,http://www.usc.go.kr/tour,,,경상북도 의성군 안계면 용기리 620-5,36.36933577,128.4330374,2020-12-10,5150000,경상북도 의성군
제4회의성슈퍼푸드마늘축제,의성군청 및 읍내 시가지 일원,2021-10-01,2021-10-31,"(세부일정 미정)의성 특산물 마늘을 활용한 요리대회, 주제관 등 다채로운 프로그램 운영",의성슈퍼푸드마늘축제추진위원회,의성군축제추진위원회,의성군,054-830-6578,http://www.usc.go.kr/tour,,경상북도 의성군 의성읍 군청길 31,경상북도 의성군 의성읍 후죽리 509-2,36.3529040828,128.6972464177,2020-12-10,5150000,경상북도 의성군
이태원지구촌축제,이태원 관광특구 일원,2020-12-31,2020-12-31,"* 거리퍼레이드, 세계·한국음식부스 운영, 국가 홍보부스,   세계민속 공연* 문화체험, 이태원 특화 공연 및 관내 박물관 등 기관   참여 프로그램 등",(사)이태원관광특구연합회,(사)이태원관광특구연합회,,,,,이태원로,,,,2020-12-24,3020000,서울특별시 용산구
서산해미읍성축제,서산시 해미면 남문2로 143(해미읍성),2021-10-08,2021-10-10,"주제체험, 기획프로그램, 전통문화공연 등",서산문화재단,충청남도 서산시,,,http://www.haemifest.com/,,충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,2020-12-16,4530000,충청남도 서산시
서산국화축제,서산시 고북면 가구리 52(한농원),2021-10-29,2021-11-07,"과수원을 배경으로 실내·외 국화전시, 체험프로그램 및 문화·예술 공연 등",서산국화축제추진위원회,충청남도 서산시,,,http://gukhwaou.blog.me/,,충청남도 서산시 고북면 복남골길 31-1,충청남도 서산시 고북면 가구리 621-4,36.66936247,126.536256,2020-12-16,4530000,충청남도 서산시
제24회무주반딧불축제,무주군 일원,2020-09-05,2020-09-13,반딧불이 신비탐사 낙화놀이 남대천 다슬기 치어 방류 등,(사)무주반딧불축제제전위원회,무주군,,063-320-2537,http://firefly.or.kr,반디랜드,전라북도 무주군 무주읍 최북로 15,전라북도 무주군 무주읍 당산리 918-3,36.0029804,127.6651795,2021-05-13,4740000,전라북도 무주군
봉화은어축제,봉화읍 내성천 일원,2021-07-31,2021-08-08,"은어반두잡이, 맨손잡이 체험 등",(재)봉화축제관광재단,경상북도 봉화군,,054-674-3053,https://bhftf.co.kr:8091/,"분천산타마을,봉화송이축제",,경상북도 봉화군 봉화읍 내성리 506,36.8888791,128.7378251,2021-05-13,5240000,경상북도 봉화군
군포철쭉축제,철쭉동산,2021-04-01,2021-05-31,미개최,미개최,미개최,미개최,031-390-0063,www.gunpo.go.kr/,미개최,경기도 군포시 수리산로 69,경기도 군포시 산본동 1152-14,37.35595441,126.9174745,2021-05-01,4020000,경기도 군포시
장미꽃 필(feel)무렵,이곡장미공원,2021-05-20,2021-05-22,"축제 주제가 작곡 공모전, 셀카 공모전, 그림 공모전, 스탬프 투어, 환경 챌린지 등",(재)달서문화재단,(재)달서문화재단,"대구광역시, 달서구, 달서구의회",053-584-9771,http://www.dscf.or.kr,,대구광역시 달서구 선원남로 129,대구광역시 달서구 이곡동 1306-6,35.85741363,128.514463,2021-04-27,3470000,대구광역시 달서구
구미음악제,구미시,2021-09-05,2021-09-05,클래식 무료 공연,(사)한국음악협회 구미지부,(사)한국음악협회 구미지부,구미시,054-451-4422,www.gumiart.net,,경상북도 구미시 금오산로 218,경상북도 구미시 남통동 164-1,36.11997866,128.3209145,2021-05-09,5080000,경상북도 구미시
구미전국가요제,구미시,2021-08-28,2021-08-28,"대중가요 경연, 축하공연 등",(사)한국연예예술인협회 구미지회,(사)한국연예예술인협회 구미지회,구미시,054-451-4422,www.gumiart.net,,경상북도 구미시 금오산로 218,경상북도 구미시 남통동 164-1,36.11997866,128.3209145,2021-05-09,5080000,경상북도 구미시
대한민국청소년트롯가요제,구미시,2021-11-15,2021-11-15,"청소년대상 트롯가요 경연, 축하공연 등",(사)한국연예예술인협회 구미지회,(사)한국연예예술인협회 구미지회,구미시,054-451-4422,www.gumiart.net,,경상북도 구미시 금오산로 218,경상북도 구미시 남통동 164-1,36.11997866,128.3209145,2021-05-09,5080000,경상북도 구미시
구미아시아연극제,구미시,2021-12-01,2021-12-06,국내 우수 공연팀 초청 연극 공연,미정,구미시,,,,,경상북도 구미시 금오시장로 4,,36.12528973,128.3405096,2021-05-09,5080000,경상북도 구미시
구미전국사진공모전,구미시,2021-10-20,2021-10-25,아마추어 사진작가 작품 공모전 및 전시,(사)한국사진작가협회 구미지부,(사)한국사진작가협회 구미지부,구미시,054-451-4422,www.gumiart.net,,경상북도 구미시 금오산로 218,경상북도 구미시 남통동 164-1,36.11997866,128.3209145,2021-05-09,5080000,경상북도 구미시
원동매화축제,"원동교 특설무대, 쌍포매실다목적광장",2021-03-13,2021-03-14,"(축제취소)매화가족 참여마당, 매화향 음악회, 매실청정미나리 시식 및 판매, 체험행사",원동매화축제추진위원회,원동매화축제추진위원회,경상남도 양산시,055-392-3232,http://www.yangsanfes.com/,,경상남도 양산시 원동면 원동로 2220,경상남도 양산시 원동면 영포리 537,35.42085217,128.9410364,2021-06-14,5380000,경상남도 양산시
양산웅상회야제,웅상체육공원,2021-05-11,2021-05-12,"(미정)전국듀엣가요제,북페스티벌,웅상풍물한마당,양산시민씨름대회, 천성산철쭉제, 다문화축제, 전시체험, 웅상농청장원놀이 등",양산웅상회야제추진위원회,양산웅상회야제추진위원회,"양산시, 양산시의회",055-392-2547,http://www.yangsanfes.com/,,경상남도 양산시 배움터길60-19,경상남도 양산시 평산동 623-7,35.37762785,129.1434288,2021-06-14,5380000,경상남도 양산시
「제37회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2014-10-01,2014-10-05,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로 61 (동성로3가),대구광역시 중구 동성로3가 35-13,35.86728621,128.5933489,2021-07-01,3410000,대구광역시 중구
향촌동수제화골목 2014년「빨간구두 이야기」,향촌동수제화골목 일원,2014-11-15,2014-11-16,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,053-661-2046,,,-,대구광역시 중구 대안동 9-2,35.87302518,128.592701,2021-07-01,3410000,대구광역시 중구
약령개장 357주년 2015「대구약령시 한방문화축제」,약령시(약전골목) 일원,2015-04-15,2015-04-19,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로 61 (동성로3가),대구광역시 중구 동성로3가 35-13,35.86728621,128.5933489,2021-07-01,3410000,대구광역시 중구
향촌동수제화골목 2015년「빨간구두 이야기」,향촌동수제화골목 일원,2015-05-02,2015-05-03,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,053-661-2046,,,,대구광역시 중구 대안동 14-1,35.872928,128.592447,2021-07-01,3410000,대구광역시 중구
2016 대구약령시한방문화축제,약령시(약전골목) 일원,2016-05-04,2016-05-08,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로 61 (동성로3가),대구광역시 중구 동성로3가 35-13,35.86728621,128.5933489,2021-07-01,3410000,대구광역시 중구
자라섬 국제재즈페스티벌,가평읍 읍내리 자라섬 일원,2020-10-01,2020-10-30,"재즈공연, 전시 및 체험, 먹거리 등",(사)자라섬청소년재즈센터,(사)자라섬청소년재즈센터,,031-581-2813,https://www.facebook.com/jarasumjazz,"남이섬, 쁘띠프랑스, 아침고요수목원 등",경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산7,37.8208975057,127.5210450998,2020-12-17,4160000,경기도 가평군
제21회 구례산수유꽃축제,산동면 지리산온천관광지 일원,2020-03-14,2020-03-22,"○ 주제프로그램 : 산수유꽃길따라 봄마중○ 산수유꽃 테마 체험프로그램 운영   - 산수유떡만들기체험경연 등○ 개막기획공연,영원불변의하트지남기기,작은 음악회 등○ 농특산품 판매, 향토음식점, 홍보관 운영 등",구례산수유꽃축제추진위원회,구례군,,061-780-2390,https://www.gurye.go.kr/tour,,전라남도 구례군 산동면 상관1길 45,,35.3196116669,127.4702903256,2020-12-07,4870000,전라남도 구례군
제16회 구례섬진강벚꽃축제,문척면 죽마리 섬진강변 일원,2020-03-28,2020-03-29,"○ 대표프로그램 : ?떤?길 걷기○ 개막축하공연, 노래자랑 등○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",섬진강벚꽃축제추진위원회,구례군,,061-780-2255,https://www.gurye.go.kr/tour,,전라남도 구례군 문척면 죽연1길 67,,35.1830865376,127.4700987539,2020-12-07,4870000,전라남도 구례군
지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,2020-04-18,2020-04-20,"○ 대표프로그램 : 남악제례 및 행렬, 군민체육대회○ 농특산품 판매, 군 홍보관 운영 등",지리산남악제 및 군민의 날 행사 추진위원회,구례군,,061-780-2431,https://www.gurye.go.kr/tour,,전라남도 구례군 구례읍 서시천로 106,,35.2166161023,127.4668741223,2020-12-07,4870000,전라남도 구례군
구례썸머뮤직페스티벌,구례공설운동장,2020-08-22,2020-08-23,"○ 락밴드 및 트로트 공연○ 체험 및 먹거리부스 운영 : 압화체험, 향토음식점, 홍보부스 등○ 부대행사 : 재활용놀이터, 플리마켓, 포토월 등",구례섬지아이쿱소비자생활협동조합,구례군,,061-780-2390,,,전라남도 구례군 구례읍 서시천로 106,,35.2166161023,127.4668741223,2020-12-07,4870000,전라남도 구례군
2020 화엄음악제,화엄사 경내 일원,2020-10-09,2020-10-11,"○ 영성음악제, 화엄콘서트, 서예전시, 요가명상수련 등",화엄음악제집행위원회,화엄사,문화체육관광부,061-780-2431,,,전라남도 구례군 마산면 화엄사로 539,,35.2573160233,127.4977197325,2020-12-07,4870000,전라남도 구례군
구례동편소리축제,서시천체육공원 일원,2020-10-09,2020-10-11,"○ 대표프로그램 : 개막공연, 국악공연, 송만갑판소리고수대회 ○ 농특산품 판매, 향토음식점, 군홍보관 운영 등○ 동편제소리홍보관, 판소리배우기 등",동편소리축제추진위원회,구례군,,061-780-2431,https://www.gurye.go.kr/tour,,전라남도 구례군 구례읍 서시천로 76-11,,35.2157240485,127.4680870405,2020-12-07,4870000,전라남도 구례군
